,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product Name,Sales,Units,Gross Profit,Cost,Factory,Latitude,Longitude
331,2024-05-01,2029-10-23,First Class,110198,United States,Coral Springs,Florida,33065,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036
332,2024-09-03,2030-03-01,Standard Class,161557,United States,Dallas,Texas,75217,Chocolate,Interior,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,32.881893,-111.768036
333,2024-09-25,2030-03-22,Standard Class,116939,United States,Richmond,Virginia,23223,Chocolate,Gulf,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371
334,2021-04-22,2026-10-15,Second Class,122070,United States,Troy,New York,12180,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036
335,2021-04-22,2026-10-15,Second Class,122070,United States,Troy,New York,12180,Other,Atlantic,Kazookles,26.0,8,2.0,24.0,The Other Factory,35.1175,-89.971107
336,2021-05-13,2026-11-09,Standard Class,113768,United States,Los Angeles,California,90004,Chocolate,Pacific,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,32.881893,-111.768036
337,2021-05-13,2026-11-09,Standard Class,113768,United States,Los Angeles,California,90004,Other,Pacific,Lickable Wallpaper,40.0,2,20.0,20.0,Secret Factory,41.446333,-90.565487
338,2021-10-25,2027-04-20,First Class,158400,United States,San Francisco,California,94109,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036
339,2021-12-31,2027-06-24,First Class,157644,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036
340,2021-12-31,2027-06-24,First Class,157644,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371
341,2022-12-27,2028-06-22,Standard Class,130113,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371
342,2022-12-27,2028-06-22,Standard Class,130113,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,Lot's O' Nuts,32.881893,-111.768036
343,2023-03-20,2028-09-14,Second Class,162747,United States,Gulfport,Mississippi,39503,Chocolate,Gulf,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,32.076176,-81.088371
344,2024-12-18,2030-06-14,Standard Class,164000,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,32.076176,-81.088371
345,2021-11-16,2027-05-15,Standard Class,160066,United States,Huntington Beach,California,92646,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036
346,2022-12-21,2028-06-14,Second Class,161795,United States,Columbus,Ohio,43229,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036
347,2023-06-26,2028-12-16,Same Day,144015,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036
348,2023-06-26,2028-12-16,Same Day,144015,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371
349,2023-06-26,2028-12-16,Same Day,144015,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036
350,2023-09-15,2029-03-12,Standard Class,149797,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371
351,2023-12-17,2029-06-12,Standard Class,147109,United States,Arlington,Texas,76017,Chocolate,Interior,Wonka Bar - Fudge Mallows,36.0,10,24.0,12.0,Lot's O' Nuts,32.881893,-111.768036
352,2023-12-17,2029-06-12,Standard Class,147109,United States,Arlington,Texas,76017,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036
353,2024-04-15,2029-10-09,First Class,118857,United States,Henderson,Nevada,89015,Other,Pacific,Kazookles,16.25,5,1.25,15.0,The Other Factory,35.1175,-89.971107
354,2024-05-19,2029-11-14,Second Class,145702,United States,Knoxville,Tennessee,37918,Chocolate,Gulf,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036
355,2024-05-19,2029-11-14,Second Class,145702,United States,Knoxville,Tennessee,37918,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,32.076176,-81.088371
356,2024-09-25,2030-03-21,First Class,112004,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036
357,2024-09-25,2030-03-21,First Class,112004,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036
358,2024-10-23,2030-04-16,First Class,125451,United States,Cranston,Rhode Island,02920,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036
359,2024-10-23,2030-04-16,First Class,125451,United States,Cranston,Rhode Island,02920,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036
360,2024-10-23,2030-04-16,First Class,125451,United States,Cranston,Rhode Island,02920,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036
361,2024-10-23,2030-04-16,First Class,125451,United States,Cranston,Rhode Island,02920,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036
362,2024-10-23,2030-04-16,First Class,125451,United States,Cranston,Rhode Island,02920,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,32.881893,-111.768036
363,2024-10-23,2030-04-16,First Class,125451,United States,Cranston,Rhode Island,02920,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,30.0,8,19.6,10.4,Wicked Choccy's,32.076176,-81.088371
364,2024-11-26,2030-05-23,Standard Class,165029,United States,Atlanta,Georgia,30318,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036
365,2021-07-18,2027-01-08,Same Day,123295,United States,Tucson,Arizona,85705,Chocolate,Pacific,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036
366,2023-06-30,2028-12-23,Second Class,135594,United States,Aurora,Illinois,60505,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,Lot's O' Nuts,32.881893,-111.768036
367,2023-12-18,2029-06-12,First Class,145261,United States,Salem,Oregon,97301,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,32.881893,-111.768036
368,2023-12-18,2029-06-12,First Class,145261,United States,Salem,Oregon,97301,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371
369,2023-12-18,2029-06-12,First Class,145261,United States,Salem,Oregon,97301,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371
370,2023-12-18,2029-06-12,First Class,145261,United States,Salem,Oregon,97301,Chocolate,Pacific,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371
371,2023-12-18,2029-06-12,First Class,145261,United States,Salem,Oregon,97301,Other,Pacific,Lickable Wallpaper,40.0,2,20.0,20.0,Secret Factory,41.446333,-90.565487
372,2023-12-18,2029-06-12,First Class,145261,United States,Salem,Oregon,97301,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036
373,2023-12-18,2029-06-12,First Class,145261,United States,Salem,Oregon,97301,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371
374,2024-04-08,2029-10-03,Standard Class,150987,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,32.076176,-81.088371
375,2024-04-08,2029-10-03,Standard Class,150987,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371
376,2024-07-02,2029-12-26,First Class,107958,United States,Houston,Texas,77036,Other,Interior,Kazookles,13.0,4,1.0,12.0,The Other Factory,35.1175,-89.971107
377,2024-07-02,2029-12-26,First Class,107958,United States,Houston,Texas,77036,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,32.076176,-81.088371
378,2024-08-17,2030-02-13,Standard Class,151211,United States,Louisville,Kentucky,40214,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036
379,2024-08-17,2030-02-13,Standard Class,151211,United States,Louisville,Kentucky,40214,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,Lot's O' Nuts,32.881893,-111.768036
380,2024-10-31,2030-04-27,Standard Class,131632,United States,Dallas,Texas,75217,Chocolate,Interior,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036
381,2022-03-05,2027-08-28,Second Class,125185,United States,Bethlehem,Pennsylvania,18018,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036
382,2022-03-05,2027-08-28,Second Class,125185,United States,Bethlehem,Pennsylvania,18018,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036
383,2023-12-18,2029-06-11,Second Class,112697,United States,Tamarac,Florida,33319,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036
384,2023-12-18,2029-06-11,Second Class,112697,United States,Tamarac,Florida,33319,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,Lot's O' Nuts,32.881893,-111.768036
385,2023-12-18,2029-06-11,Second Class,112697,United States,Tamarac,Florida,33319,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036
386,2024-08-24,2030-02-19,Standard Class,123043,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,32.076176,-81.088371
387,2024-08-24,2030-02-19,Standard Class,123043,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371
388,2024-11-05,2030-04-30,First Class,154732,United States,Chicago,Illinois,60623,Chocolate,Interior,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371
389,2021-11-29,2027-05-29,Standard Class,153983,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,32.881893,-111.768036
390,2021-11-29,2027-05-29,Standard Class,153983,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371
391,2022-11-10,2028-05-07,Standard Class,155040,United States,Brentwood,California,94513,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371
392,2022-12-07,2028-05-31,First Class,165050,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036
393,2022-12-07,2028-05-31,First Class,165050,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371
394,2022-12-07,2028-05-31,First Class,165050,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,32.076176,-81.088371
395,2023-02-20,2028-08-19,Standard Class,166485,United States,Nashville,Tennessee,37211,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036
396,2024-03-08,2029-09-05,Standard Class,104080,United States,Anaheim,California,92804,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036
397,2024-03-08,2029-09-05,Standard Class,104080,United States,Anaheim,California,92804,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,32.076176,-81.088371
398,2024-09-02,2030-02-27,Standard Class,146983,United States,Henderson,Kentucky,42420,Chocolate,Gulf,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371
399,2024-10-13,2030-04-07,First Class,148831,United States,Louisville,Kentucky,40214,Chocolate,Gulf,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,Wicked Choccy's,32.076176,-81.088371
400,2024-11-23,2030-05-20,Standard Class,166919,United States,Dallas,Texas,75220,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,32.881893,-111.768036
401,2024-12-24,2030-06-23,Standard Class,147956,United States,Seattle,Washington,98105,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,32.881893,-111.768036
402,2022-01-03,2027-07-01,Second Class,141243,United States,Dallas,Texas,75217,Chocolate,Interior,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,Wicked Choccy's,32.076176,-81.088371
403,2022-01-03,2027-07-01,Second Class,141243,United States,Dallas,Texas,75217,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036
404,2022-01-03,2027-07-01,Second Class,141243,United States,Dallas,Texas,75217,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,32.881893,-111.768036
405,2022-01-17,2027-07-16,Standard Class,151547,United States,Bartlett,Tennessee,38134,Chocolate,Gulf,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,Wicked Choccy's,32.076176,-81.088371
406,2023-05-05,2028-10-27,Second Class,126165,United States,San Francisco,California,94109,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036
407,2024-04-02,2029-09-27,Standard Class,145275,United States,Decatur,Alabama,35601,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371
408,2024-05-14,2029-11-08,Standard Class,115546,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036
409,2024-05-14,2029-11-08,Standard Class,115546,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036
410,2021-10-26,2027-04-22,Second Class,162278,United States,Seattle,Washington,98105,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371
411,2021-10-26,2027-04-22,Second Class,162278,United States,Seattle,Washington,98105,Chocolate,Pacific,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371
412,2023-09-15,2029-03-12,Standard Class,160479,United States,Seattle,Washington,98105,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,32.881893,-111.768036
413,2024-07-06,2029-12-27,Same Day,152492,United States,Miami,Florida,33142,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,32.881893,-111.768036
414,2024-12-09,2030-06-06,Standard Class,109715,United States,Chicago,Illinois,60623,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371
415,2021-04-02,2026-09-29,Standard Class,160276,United States,Virginia Beach,Virginia,23464,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036
416,2022-05-04,2027-10-29,Standard Class,110548,United States,Houston,Texas,77095,Chocolate,Interior,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,32.881893,-111.768036
417,2022-05-15,2027-11-10,Second Class,166604,United States,Roswell,Georgia,30076,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036
418,2022-08-05,2028-02-01,Standard Class,112214,United States,Dallas,Texas,75220,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036
419,2022-08-05,2028-02-01,Standard Class,112214,United States,Dallas,Texas,75220,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,32.881893,-111.768036
420,2022-08-05,2028-02-01,Standard Class,112214,United States,Dallas,Texas,75220,Chocolate,Interior,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,32.076176,-81.088371
421,2022-08-05,2028-02-01,Standard Class,112214,United States,Dallas,Texas,75220,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371
422,2022-11-12,2028-05-11,Standard Class,113628,United States,Plantation,Florida,33317,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036
423,2022-11-12,2028-05-11,Standard Class,113628,United States,Plantation,Florida,33317,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036
424,2022-11-12,2028-05-11,Standard Class,113628,United States,Plantation,Florida,33317,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036
425,2022-11-12,2028-05-11,Standard Class,113628,United States,Plantation,Florida,33317,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371
426,2022-11-12,2028-05-11,Standard Class,113628,United States,Plantation,Florida,33317,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371
427,2022-11-12,2028-05-11,Standard Class,113628,United States,Plantation,Florida,33317,Chocolate,Gulf,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,32.076176,-81.088371
428,2022-12-31,2028-06-24,Second Class,139780,United States,Detroit,Michigan,48205,Chocolate,Interior,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,Lot's O' Nuts,32.881893,-111.768036
429,2023-05-19,2028-11-12,Standard Class,138282,United States,Los Angeles,California,90008,Other,Pacific,Kazookles,26.0,8,2.0,24.0,The Other Factory,35.1175,-89.971107
430,2023-05-30,2028-11-23,Standard Class,113831,United States,Springfield,Virginia,22153,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,34.9,10,24.9,10.0,Lot's O' Nuts,32.881893,-111.768036
431,2023-05-30,2028-11-23,Standard Class,113831,United States,Springfield,Virginia,22153,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,32.076176,-81.088371
432,2023-05-30,2028-11-23,Standard Class,113831,United States,Springfield,Virginia,22153,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,32.076176,-81.088371
433,2023-07-31,2029-01-25,Standard Class,144148,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,32.881893,-111.768036
434,2023-08-06,2029-01-27,First Class,158869,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036
435,2023-10-04,2029-03-30,Standard Class,145709,United States,Coral Gables,Florida,33134,Chocolate,Gulf,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371
436,2023-10-04,2029-03-30,Standard Class,145709,United States,Coral Gables,Florida,33134,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036
437,2023-11-15,2029-05-11,Standard Class,148740,United States,San Diego,California,92024,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036
438,2021-04-28,2026-10-21,First Class,131387,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371
439,2021-05-10,2026-11-05,Standard Class,159709,United States,Kent,Washington,98031,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371
440,2021-05-10,2026-11-05,Standard Class,159709,United States,Kent,Washington,98031,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,32.076176,-81.088371
441,2021-12-29,2027-06-26,Standard Class,102330,United States,Brentwood,California,94513,Chocolate,Pacific,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,32.881893,-111.768036
442,2021-12-29,2027-06-26,Standard Class,102330,United States,Brentwood,California,94513,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371
443,2022-03-14,2027-09-09,Standard Class,167479,United States,Roseville,California,95661,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036
444,2022-12-20,2028-06-16,Second Class,158918,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036
445,2023-11-10,2029-05-05,Second Class,158694,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,Wicked Choccy's,32.076176,-81.088371
446,2023-11-10,2029-05-05,Second Class,158694,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036
447,2023-11-10,2029-05-05,Second Class,158694,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,32.881893,-111.768036
448,2023-11-10,2029-05-05,Second Class,158694,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036
449,2023-11-10,2029-05-05,Second Class,158694,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036
450,2023-11-10,2029-05-05,Second Class,158694,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036
451,2023-11-10,2029-05-05,Second Class,158694,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371
452,2024-05-05,2029-10-26,Same Day,107552,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036
453,2024-09-09,2030-03-06,Standard Class,155929,United States,Glendale,Arizona,85301,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036
454,2024-12-11,2030-06-09,Standard Class,160759,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,32.881893,-111.768036
455,2024-12-17,2030-06-13,Standard Class,116855,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,32.881893,-111.768036
456,2021-01-10,2026-07-08,Standard Class,149020,United States,Springfield,Virginia,22153,Chocolate,Gulf,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,32.076176,-81.088371
457,2021-01-10,2026-07-08,Standard Class,149020,United States,Springfield,Virginia,22153,Other,Gulf,Wonka Gum,1.25,1,0.65,0.6,Secret Factory,41.446333,-90.565487
458,2021-10-31,2027-04-25,Second Class,108609,United States,Lorain,Ohio,44052,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,30.0,8,19.6,10.4,Wicked Choccy's,32.076176,-81.088371
459,2021-12-28,2027-06-24,Standard Class,141313,United States,Beverly,Massachusetts,01915,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,32.076176,-81.088371
460,2021-12-28,2027-06-24,Standard Class,141313,United States,Beverly,Massachusetts,01915,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,32.881893,-111.768036
461,2021-12-28,2027-06-24,Standard Class,141313,United States,Beverly,Massachusetts,01915,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036
462,2022-05-18,2027-11-12,Standard Class,165554,United States,Los Angeles,California,90004,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371
